Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Location Type
Low Fat,NCG30,Household,2015,Tier 2
Low Fat,NCG43,Household,2015,Tier 2
Low Fat,NCI30,Household,2015,Tier 2
Low Fat,NCA06,Household,2015,Tier 2
Low Fat,NCR30,Household,2015,Tier 2
Low Fat,FDK55,Meat,2015,Tier 2
Low Fat,NCK19,Others,2015,Tier 2
Low Fat,NCK07,Others,2015,Tier 2
Low Fat,NCL07,Others,2015,Tier 2
Low Fat,NCI31,Others,2015,Tier 2
Low Fat,FDH21,Seafood,2015,Tier 2
Low Fat,FDX34,Snack Foods,2015,Tier 2
Low Fat,FDR58,Snack Foods,2015,Tier 2
Low Fat,FDL33,Snack Foods,2015,Tier 2
Low Fat,FDQ58,Snack Foods,2015,Tier 2
Low Fat,FDT21,Snack Foods,2015,Tier 2
Low Fat,FDK21,Snack Foods,2015,Tier 2
Low Fat,FDB22,Snack Foods,2015,Tier 2
Low Fat,FDT34,Snack Foods,2015,Tier 2
Low Fat,FDT22,Snack Foods,2015,Tier 2
Low Fat,FDR45,Snack Foods,2015,Tier 2
Low Fat,FDP58,Snack Foods,2015,Tier 2
Low Fat,FDT46,Snack Foods,2015,Tier 2
Low Fat,FDZ45,Snack Foods,2015,Tier 2
Low Fat,FDC47,Snack Foods,2015,Tier 2
Low Fat,FDJ09,Snack Foods,2015,Tier 2
Low Fat,FDX45,Snack Foods,2015,Tier 2
Low Fat,FDR46,Snack Foods,2015,Tier 2
Low Fat,FDP57,Snack Foods,2015,Tier 2
Low Fat,FDY10,Snack Foods,2015,Tier 2
Low Fat,FDB59,Snack Foods,2015,Tier 2
Low Fat,FDR09,Snack Foods,2015,Tier 2
Low Fat,FDU34,Snack Foods,2015,Tier 2
Low Fat,FDO57,Snack Foods,2015,Tier 2
Low Fat,FDQ21,Snack Foods,2015,Tier 2
Low Fat,DRG48,Soft Drinks,2015,Tier 2
Low Fat,DRJ01,Soft Drinks,2015,Tier 2
Low Fat,DRE13,Soft Drinks,2015,Tier 2
Low Fat,DRJ49,Soft Drinks,2015,Tier 2
Low Fat,DRD12,Soft Drinks,2015,Tier 2
Low Fat,DRK01,Soft Drinks,2015,Tier 2
Low Fat,DRH13,Soft Drinks,2015,Tier 2
Low Fat,DRD37,Soft Drinks,2015,Tier 2
Low Fat,DRD49,Soft Drinks,2015,Tier 2
Low Fat,DRF13,Soft Drinks,2015,Tier 2
Low Fat,DRL49,Soft Drinks,2015,Tier 2
Low Fat,DRD13,Soft Drinks,2015,Tier 2
Low Fat,FDD35,Starchy Foods,2015,Tier 2
Low Fat,FDD11,Starchy Foods,2015,Tier 2
Low Fat,FDF35,Starchy Foods,2015,Tier 2
Low Fat,FDG59,Starchy Foods,2015,Tier 2
Low Fat,FDX23,Baking Goods,2020,Tier 2
Low Fat,FDF12,Baking Goods,2020,Tier 2
Low Fat,FDC48,Baking Goods,2020,Tier 2
Low Fat,FDB60,Baking Goods,2020,Tier 2
Low Fat,FDE24,Baking Goods,2020,Tier 2
Low Fat,FDL36,Baking Goods,2020,Tier 2
Low Fat,FDN12,Baking Goods,2020,Tier 2
Low Fat,FDQ24,Baking Goods,2020,Tier 2
Low Fat,FDW48,Baking Goods,2020,Tier 2
Low Fat,FDP11,Breads,2020,Tier 2
Low Fat,FDV47,Breads,2020,Tier 2
Low Fat,FDH38,Canned,2020,Tier 2
Low Fat,FDK14,Canned,2020,Tier 2
Low Fat,FDY13,Canned,2020,Tier 2
Low Fat,FDT13,Canned,2020,Tier 2
Low Fat,FDO38,Canned,2020,Tier 2
Low Fat,FDD50,Canned,2020,Tier 2
Low Fat,FDG26,Canned,2020,Tier 2
Low Fat,DRI03,Dairy,2020,Tier 2
Low Fat,FDS14,Dairy,2020,Tier 2
Low Fat,FDC39,Dairy,2020,Tier 2
Low Fat,FDB39,Dairy,2020,Tier 2
Low Fat,DRG51,Dairy,2020,Tier 2
Low Fat,FDW50,Dairy,2020,Tier 2
Low Fat,FDX14,Dairy,2020,Tier 2
Low Fat,DRI39,Dairy,2020,Tier 2
Low Fat,DRJ51,Dairy,2020,Tier 2
Low Fat,FDV50,Dairy,2020,Tier 2
Low Fat,FDD39,Dairy,2020,Tier 2
Low Fat,FDX26,Dairy,2020,Tier 2
Low Fat,FDX50,Dairy,2020,Tier 2
Low Fat,FDT40,Frozen Foods,2020,Tier 2
Low Fat,FDY52,Frozen Foods,2020,Tier 2
Low Fat,FDJ41,Frozen Foods,2020,Tier 2
Low Fat,FDR04,Frozen Foods,2020,Tier 2
Low Fat,FDF16,Frozen Foods,2020,Tier 2
Low Fat,FDE16,Frozen Foods,2020,Tier 2
Low Fat,FDJ16,Frozen Foods,2020,Tier 2
Low Fat,FDZ04,Frozen Foods,2020,Tier 2
Low Fat,FDG53,Frozen Foods,2020,Tier 2
Low Fat,FDJ53,Frozen Foods,2020,Tier 2
Low Fat,FDD28,Frozen Foods,2020,Tier 2
Low Fat,FDC17,Frozen Foods,2020,Tier 2
Low Fat,FDD29,Frozen Foods,2020,Tier 2
Low Fat,FDB17,Frozen Foods,2020,Tier 2
Low Fat,FDG40,Frozen Foods,2020,Tier 2
Low Fat,FDK41,Frozen Foods,2020,Tier 2
Low Fat,FDQ52,Frozen Foods,2020,Tier 2
Low Fat,FDO40,Frozen Foods,2020,Tier 2
Low Fat,FDT04,Frozen Foods,2020,Tier 2
Low Fat,FDF04,Frozen Foods,2020,Tier 2
Low Fat,FDI52,Frozen Foods,2020,Tier 2
Low Fat,FDD05,Frozen Foods,2020,Tier 2
Low Fat,FDZ55,Fruits and Vegetables,2020,Tier 2
Low Fat,FDP32,Fruits and Vegetables,2020,Tier 2
Low Fat,FDA20,Fruits and Vegetables,2020,Tier 2
Low Fat,FDW56,Fruits and Vegetables,2020,Tier 2
Low Fat,FDZ44,Fruits and Vegetables,2020,Tier 2
Low Fat,FDM20,Fruits and Vegetables,2020,Tier 2
Low Fat,FDC20,Fruits and Vegetables,2020,Tier 2
Low Fat,FDL08,Fruits and Vegetables,2020,Tier 2
Low Fat,FDI45,Fruits and Vegetables,2020,Tier 2
Low Fat,FDE44,Fruits and Vegetables,2020,Tier 2
Low Fat,FDX55,Fruits and Vegetables,2020,Tier 2
Low Fat,FDD57,Fruits and Vegetables,2020,Tier 2
Low Fat,FDQ44,Fruits and Vegetables,2020,Tier 2
Low Fat,DRM35,Hard Drinks,2020,Tier 2
Low Fat,DRO59,Hard Drinks,2020,Tier 2
Low Fat,NCH29,Health and Hygiene,2020,Tier 2
Low Fat,NCJ17,Health and Hygiene,2020,Tier 2
Low Fat,NCN05,Health and Hygiene,2020,Tier 2
Low Fat,NCV53,Health and Hygiene,2020,Tier 2
Low Fat,NCI29,Health and Hygiene,2020,Tier 2
Low Fat,NCS29,Health and Hygiene,2020,Tier 2
Low Fat,NCR05,Health and Hygiene,2020,Tier 2
Low Fat,NCT17,Health and Hygiene,2020,Tier 2
Low Fat,NCK17,Health and Hygiene,2020,Tier 2
Low Fat,NCO29,Health and Hygiene,2020,Tier 2
Low Fat,NCM29,Health and Hygiene,2020,Tier 2
Low Fat,NCQ29,Health and Hygiene,2020,Tier 2
Low Fat,NCL41,Health and Hygiene,2020,Tier 2
Low Fat,NCY29,Health and Hygiene,2020,Tier 2
Low Fat,NCW29,Health and Hygiene,2020,Tier 2
Low Fat,NCS53,Health and Hygiene,2020,Tier 2
Low Fat,NCX05,Health and Hygiene,2020,Tier 2
Low Fat,NCA41,Health and Hygiene,2020,Tier 2
Low Fat,NCB06,Health and Hygiene,2020,Tier 2
Low Fat,NCS17,Health and Hygiene,2020,Tier 2
Low Fat,NCJ05,Health and Hygiene,2020,Tier 2
Low Fat,NCY53,Health and Hygiene,2020,Tier 2
Low Fat,NCA17,Health and Hygiene,2020,Tier 2
Low Fat,NCS30,Household,2020,Tier 2
Low Fat,NCJ43,Household,2020,Tier 2
Low Fat,NCA42,Household,2020,Tier 2
Low Fat,NCY18,Household,2020,Tier 2
Low Fat,NCK42,Household,2020,Tier 2
Low Fat,NCM06,Household,2020,Tier 2
Low Fat,NCN06,Household,2020,Tier 2
Low Fat,NCH43,Household,2020,Tier 2
Low Fat,NCT54,Household,2020,Tier 2
Low Fat,NCE55,Household,2020,Tier 2
Low Fat,NCH06,Household,2020,Tier 2
Low Fat,NCY06,Household,2020,Tier 2
Low Fat,NCH55,Household,2020,Tier 2
Low Fat,NCX06,Household,2020,Tier 2
Low Fat,NCL42,Household,2020,Tier 2
Low Fat,NCO30,Household,2020,Tier 2
Low Fat,NCI43,Household,2020,Tier 2
Low Fat,NCJ06,Household,2020,Tier 2
Low Fat,NCB43,Household,2020,Tier 2
Low Fat,NCQ42,Household,2020,Tier 2
Low Fat,NCA06,Household,2020,Tier 2
Low Fat,FDA39,Meat,2020,Tier 2
Low Fat,FDV15,Meat,2020,Tier 2
Low Fat,FDM03,Meat,2020,Tier 2
Low Fat,FDU39,Meat,2020,Tier 2
Low Fat,FDR39,Meat,2020,Tier 2
Low Fat,NCL31,Others,2020,Tier 2
Low Fat,NCK07,Others,2020,Tier 2
Low Fat,NCO02,Others,2020,Tier 2
Low Fat,FDH09,Seafood,2020,Tier 2
Low Fat,FDI57,Seafood,2020,Tier 2
Low Fat,FDA33,Snack Foods,2020,Tier 2
Low Fat,FDF22,Snack Foods,2020,Tier 2
Low Fat,FDZ46,Snack Foods,2020,Tier 2
Low Fat,FDH34,Snack Foods,2020,Tier 2
Low Fat,FDT58,Snack Foods,2020,Tier 2
Low Fat,FDE34,Snack Foods,2020,Tier 2
Low Fat,FDT34,Snack Foods,2020,Tier 2
Low Fat,FDZ22,Snack Foods,2020,Tier 2
Low Fat,FDC58,Snack Foods,2020,Tier 2
Low Fat,FDZ33,Snack Foods,2020,Tier 2
Low Fat,FDV09,Snack Foods,2020,Tier 2
Low Fat,FDU22,Snack Foods,2020,Tier 2
Low Fat,FDI22,Snack Foods,2020,Tier 2
Low Fat,FDQ33,Snack Foods,2020,Tier 2
Low Fat,FDB34,Snack Foods,2020,Tier 2
Low Fat,FDX45,Snack Foods,2020,Tier 2
Low Fat,FDP57,Snack Foods,2020,Tier 2
Low Fat,FDY10,Snack Foods,2020,Tier 2
Low Fat,FDZ09,Snack Foods,2020,Tier 2
Low Fat,FDJ22,Snack Foods,2020,Tier 2
Low Fat,DRG49,Soft Drinks,2020,Tier 2
Low Fat,DRI01,Soft Drinks,2020,Tier 2
Low Fat,DRE48,Soft Drinks,2020,Tier 2
Low Fat,DRB24,Soft Drinks,2020,Tier 2
Low Fat,DRE60,Soft Drinks,2020,Tier 2
Low Fat,DRF60,Soft Drinks,2020,Tier 2
Low Fat,DRJ24,Soft Drinks,2020,Tier 2
Low Fat,DRI13,Soft Drinks,2020,Tier 2
Low Fat,DRH36,Soft Drinks,2020,Tier 2
Low Fat,DRH37,Soft Drinks,2020,Tier 2
Low Fat,DRH25,Soft Drinks,2020,Tier 2
Low Fat,FDD35,Starchy Foods,2020,Tier 2
Low Fat,FDF47,Starchy Foods,2020,Tier 2
Regular,FDE36,Baking Goods,2015,Tier 2
Regular,FDQ36,Baking Goods,2015,Tier 2
Regular,FDW12,Baking Goods,2015,Tier 2
Regular,FDJ12,Baking Goods,2015,Tier 2
Regular,FDY60,Baking Goods,2015,Tier 2
Regular,FDR12,Baking Goods,2015,Tier 2
Regular,FDO48,Baking Goods,2015,Tier 2
Regular,FDU12,Baking Goods,2015,Tier 2
Regular,FDX11,Baking Goods,2015,Tier 2
Regular,FDU60,Baking Goods,2015,Tier 2
Regular,FDV60,Baking Goods,2015,Tier 2
Regular,FDS24,Baking Goods,2015,Tier 2
Regular,FDQ59,Breads,2015,Tier 2
Regular,FDR11,Breads,2015,Tier 2
Regular,FDF26,Canned,2015,Tier 2
Regular,FDG38,Canned,2015,Tier 2
Regular,FDB02,Canned,2015,Tier 2
Regular,FDZ49,Canned,2015,Tier 2
Regular,FDI38,Canned,2015,Tier 2
Regular,FDE14,Canned,2015,Tier 2
Regular,FDL38,Canned,2015,Tier 2
Regular,FDJ26,Canned,2015,Tier 2
Regular,FDZ25,Canned,2015,Tier 2
Regular,FDR25,Canned,2015,Tier 2
Regular,FDY37,Canned,2015,Tier 2
Regular,FDH14,Canned,2015,Tier 2
Regular,FDV01,Canned,2015,Tier 2
Regular,FDH26,Canned,2015,Tier 2
Regular,FDU49,Canned,2015,Tier 2
Regular,FDE50,Canned,2015,Tier 2
Regular,FDI27,Dairy,2015,Tier 2
Regular,FDY02,Dairy,2015,Tier 2
Regular,FDQ26,Dairy,2015,Tier 2
Regular,FDB40,Dairy,2015,Tier 2
Regular,FDT26,Dairy,2015,Tier 2
Regular,FDL51,Dairy,2015,Tier 2
Regular,FDD41,Frozen Foods,2015,Tier 2
Regular,FDY28,Frozen Foods,2015,Tier 2
Regular,FDV04,Frozen Foods,2015,Tier 2
Regular,FDS28,Frozen Foods,2015,Tier 2
Regular,FDT16,Frozen Foods,2015,Tier 2
Regular,FDS04,Frozen Foods,2015,Tier 2
Regular,FDA04,Frozen Foods,2015,Tier 2
Regular,FDO52,Frozen Foods,2015,Tier 2
Regular,FDH05,Frozen Foods,2015,Tier 2
Regular,FDY16,Frozen Foods,2015,Tier 2
Regular,FDX04,Frozen Foods,2015,Tier 2
Regular,FDA07,Fruits and Vegetables,2015,Tier 2
Regular,FDB56,Fruits and Vegetables,2015,Tier 2
Regular,FDH56,Fruits and Vegetables,2015,Tier 2
Regular,FDO56,Fruits and Vegetables,2015,Tier 2
Regular,FDF21,Fruits and Vegetables,2015,Tier 2
Regular,FDU31,Fruits and Vegetables,2015,Tier 2
Regular,FDW19,Fruits and Vegetables,2015,Tier 2
Regular,FDZ08,Fruits and Vegetables,2015,Tier 2
Regular,FDS31,Fruits and Vegetables,2015,Tier 2
Regular,FDD56,Fruits and Vegetables,2015,Tier 2
Regular,FDG20,Fruits and Vegetables,2015,Tier 2
Regular,FDP44,Fruits and Vegetables,2015,Tier 2
Regular,FDF56,Fruits and Vegetables,2015,Tier 2
Regular,FDW32,Fruits and Vegetables,2015,Tier 2
Regular,FDR20,Fruits and Vegetables,2015,Tier 2
Regular,FDX31,Fruits and Vegetables,2015,Tier 2
Regular,FDG09,Fruits and Vegetables,2015,Tier 2
Regular,FDJ20,Fruits and Vegetables,2015,Tier 2
Regular,FDT39,Meat,2015,Tier 2
Regular,FDR51,Meat,2015,Tier 2
Regular,FDR15,Meat,2015,Tier 2
Regular,FDS27,Meat,2015,Tier 2
Regular,FDM51,Meat,2015,Tier 2
Regular,FDQ03,Meat,2015,Tier 2
Regular,FDN51,Meat,2015,Tier 2
Regular,FDL03,Meat,2015,Tier 2
Regular,FDG21,Seafood,2015,Tier 2
Regular,FDX22,Snack Foods,2015,Tier 2
Regular,FDI58,Snack Foods,2015,Tier 2
Regular,FDV10,Snack Foods,2015,Tier 2
Regular,FDW57,Snack Foods,2015,Tier 2
Regular,FDB46,Snack Foods,2015,Tier 2
Regular,FDI34,Snack Foods,2015,Tier 2
Regular,FDV34,Snack Foods,2015,Tier 2
Regular,FDK58,Snack Foods,2015,Tier 2
Regular,FDW46,Snack Foods,2015,Tier 2
Regular,FDW09,Snack Foods,2015,Tier 2
Regular,FDP22,Snack Foods,2015,Tier 2
Regular,FDL57,Snack Foods,2015,Tier 2
Regular,FDV57,Snack Foods,2015,Tier 2
Regular,FDC34,Snack Foods,2015,Tier 2
Regular,FDT10,Snack Foods,2015,Tier 2
Regular,FDL09,Snack Foods,2015,Tier 2
Regular,FDY57,Snack Foods,2015,Tier 2
Regular,DRC01,Soft Drinks,2015,Tier 2
Regular,DRD01,Soft Drinks,2015,Tier 2
Regular,FDF11,Starchy Foods,2015,Tier 2
Regular,FDC59,Starchy Foods,2015,Tier 2
Regular,FDB36,Baking Goods,2020,Tier 2
Regular,FDX36,Baking Goods,2020,Tier 2
Regular,FDP36,Baking Goods,2020,Tier 2
Regular,FDR12,Baking Goods,2020,Tier 2
Regular,FDA35,Baking Goods,2020,Tier 2
Regular,FDV12,Baking Goods,2020,Tier 2
Regular,FDH60,Baking Goods,2020,Tier 2
Regular,FDZ47,Baking Goods,2020,Tier 2
Regular,FDT11,Breads,2020,Tier 2
Regular,FDR59,Breads,2020,Tier 2
Regular,FDR01,Canned,2020,Tier 2
Regular,FDF26,Canned,2020,Tier 2
Regular,FDI38,Canned,2020,Tier 2
Regular,FDR25,Canned,2020,Tier 2
Regular,FDQ01,Canned,2020,Tier 2
Regular,FDU01,Canned,2020,Tier 2
Regular,FDC16,Dairy,2020,Tier 2
Regular,FDZ26,Dairy,2020,Tier 2
Regular,FDW26,Dairy,2020,Tier 2
Regular,FDZ50,Dairy,2020,Tier 2
Regular,FDE40,Dairy,2020,Tier 2
Regular,FDY15,Dairy,2020,Tier 2
Regular,FDN28,Frozen Foods,2020,Tier 2
Regular,FDH04,Frozen Foods,2020,Tier 2
Regular,FDI05,Frozen Foods,2020,Tier 2
Regular,FDI53,Frozen Foods,2020,Tier 2
Regular,FDE05,Frozen Foods,2020,Tier 2
Regular,FDC05,Frozen Foods,2020,Tier 2
Regular,FDQ28,Frozen Foods,2020,Tier 2
Regular,FDH28,Frozen Foods,2020,Tier 2
Regular,FDA28,Frozen Foods,2020,Tier 2
Regular,FDX04,Frozen Foods,2020,Tier 2
Regular,FDV52,Frozen Foods,2020,Tier 2
Regular,FDT07,Fruits and Vegetables,2020,Tier 2
Regular,FDO31,Fruits and Vegetables,2020,Tier 2
Regular,FDN08,Fruits and Vegetables,2020,Tier 2
Regular,FDY08,Fruits and Vegetables,2020,Tier 2
Regular,FDM08,Fruits and Vegetables,2020,Tier 2
Regular,FDO08,Fruits and Vegetables,2020,Tier 2
Regular,FDJ44,Fruits and Vegetables,2020,Tier 2
Regular,FDW19,Fruits and Vegetables,2020,Tier 2
Regular,FDY20,Fruits and Vegetables,2020,Tier 2
Regular,FDZ08,Fruits and Vegetables,2020,Tier 2
Regular,FDO20,Fruits and Vegetables,2020,Tier 2
Regular,FDR19,Fruits and Vegetables,2020,Tier 2
Regular,FDX32,Fruits and Vegetables,2020,Tier 2
Regular,FDQ08,Fruits and Vegetables,2020,Tier 2
Regular,FDF56,Fruits and Vegetables,2020,Tier 2
Regular,FDW07,Fruits and Vegetables,2020,Tier 2
Regular,FDH44,Fruits and Vegetables,2020,Tier 2
Regular,FDU20,Fruits and Vegetables,2020,Tier 2
Regular,FDX31,Fruits and Vegetables,2020,Tier 2
Regular,FDG09,Fruits and Vegetables,2020,Tier 2
Regular,FDP31,Fruits and Vegetables,2020,Tier 2
Regular,FDT39,Meat,2020,Tier 2
Regular,FDW39,Meat,2020,Tier 2
Regular,FDS27,Meat,2020,Tier 2
Regular,FDO15,Meat,2020,Tier 2
Regular,FDU51,Meat,2020,Tier 2
Regular,FDW21,Snack Foods,2020,Tier 2
Regular,FDW57,Snack Foods,2020,Tier 2
Regular,FDM45,Snack Foods,2020,Tier 2
Regular,FDS09,Snack Foods,2020,Tier 2
Regular,FDG58,Snack Foods,2020,Tier 2
Regular,FDP22,Snack Foods,2020,Tier 2
Regular,FDV57,Snack Foods,2020,Tier 2
Regular,FDS46,Snack Foods,2020,Tier 2
Regular,FDZ21,Snack Foods,2020,Tier 2
Regular,FDR22,Snack Foods,2020,Tier 2
Regular,FDS34,Snack Foods,2020,Tier 2
Regular,DRB13,Soft Drinks,2020,Tier 2
Regular,DRC13,Soft Drinks,2020,Tier 2
Regular,DRY23,Soft Drinks,2020,Tier 2
Regular,DRA24,Soft Drinks,2020,Tier 2
Regular,FDD59,Starchy Foods,2020,Tier 2
Regular,FDB35,Starchy Foods,2020,Tier 2
Regular,FDC59,Starchy Foods,2020,Tier 2
low fat,FDB52,Dairy,2015,Tier 2
low fat,FDM44,Fruits and Vegetables,2015,Tier 2
low fat,FDD09,Fruits and Vegetables,2020,Tier 2
low fat,NCR54,Household,2020,Tier 2
low fat,FDA46,Snack Foods,2020,Tier 2
low fat,FDL22,Snack Foods,2020,Tier 2
reg,FDI40,Frozen Foods,2015,Tier 2
reg,FDI08,Fruits and Vegetables,2015,Tier 2
reg,FDR36,Baking Goods,2020,Tier 2
reg,FDF24,Baking Goods,2020,Tier 2
reg,FDI41,Frozen Foods,2020,Tier 2
reg,FDF57,Fruits and Vegetables,2020,Tier 2
LF,FDQ14,Dairy,2017,Tier 2
LF,FDD51,Dairy,2017,Tier 2
LF,FDJ16,Frozen Foods,2017,Tier 2
LF,FDP19,Fruits and Vegetables,2017,Tier 2
LF,NCN53,Health and Hygiene,2017,Tier 2
LF,DRE48,Soft Drinks,2017,Tier 2
LF,DRA12,Soft Drinks,2017,Tier 2
Low Fat,FDC48,Baking Goods,2017,Tier 2
Low Fat,FDI24,Baking Goods,2017,Tier 2
Low Fat,FDO24,Baking Goods,2017,Tier 2
Low Fat,FDW36,Baking Goods,2017,Tier 2
Low Fat,FDZ60,Baking Goods,2017,Tier 2
Low Fat,FDW35,Breads,2017,Tier 2
Low Fat,FDR35,Breads,2017,Tier 2
Low Fat,FDM13,Breakfast,2017,Tier 2
Low Fat,FDQ37,Breakfast,2017,Tier 2
Low Fat,FDF50,Canned,2017,Tier 2
Low Fat,FDW25,Canned,2017,Tier 2
Low Fat,FDO25,Canned,2017,Tier 2
Low Fat,FDK14,Canned,2017,Tier 2
Low Fat,FDT25,Canned,2017,Tier 2
Low Fat,FDU13,Canned,2017,Tier 2
Low Fat,FDC26,Canned,2017,Tier 2
Low Fat,FDM14,Canned,2017,Tier 2
Low Fat,FDT13,Canned,2017,Tier 2
Low Fat,FDC02,Canned,2017,Tier 2
Low Fat,DRI03,Dairy,2017,Tier 2
Low Fat,FDB51,Dairy,2017,Tier 2
Low Fat,FDC39,Dairy,2017,Tier 2
Low Fat,FDE39,Dairy,2017,Tier 2
Low Fat,FDB16,Dairy,2017,Tier 2
Low Fat,FDY14,Dairy,2017,Tier 2
Low Fat,DRD15,Dairy,2017,Tier 2
Low Fat,DRE27,Dairy,2017,Tier 2
Low Fat,FDD03,Dairy,2017,Tier 2
Low Fat,FDI15,Dairy,2017,Tier 2
Low Fat,DRI51,Dairy,2017,Tier 2
Low Fat,DRH51,Dairy,2017,Tier 2
Low Fat,FDJ41,Frozen Foods,2017,Tier 2
Low Fat,FDD17,Frozen Foods,2017,Tier 2
Low Fat,FDH41,Frozen Foods,2017,Tier 2
Low Fat,FDC17,Frozen Foods,2017,Tier 2
Low Fat,FDG52,Frozen Foods,2017,Tier 2
Low Fat,FDM52,Frozen Foods,2017,Tier 2
Low Fat,FDQ52,Frozen Foods,2017,Tier 2
Low Fat,FDV40,Frozen Foods,2017,Tier 2
Low Fat,FDF05,Frozen Foods,2017,Tier 2
Low Fat,FDG29,Frozen Foods,2017,Tier 2
Low Fat,FDX16,Frozen Foods,2017,Tier 2
Low Fat,FDL04,Frozen Foods,2017,Tier 2
Low Fat,FDZ52,Frozen Foods,2017,Tier 2
Low Fat,FDU40,Frozen Foods,2017,Tier 2
Low Fat,FDS08,Fruits and Vegetables,2017,Tier 2
Low Fat,FDG44,Fruits and Vegetables,2017,Tier 2
Low Fat,FDF09,Fruits and Vegetables,2017,Tier 2
Low Fat,FDA20,Fruits and Vegetables,2017,Tier 2
Low Fat,FDG45,Fruits and Vegetables,2017,Tier 2
Low Fat,FDX44,Fruits and Vegetables,2017,Tier 2
Low Fat,FDH57,Fruits and Vegetables,2017,Tier 2
Low Fat,FDU07,Fruits and Vegetables,2017,Tier 2
Low Fat,FDE45,Fruits and Vegetables,2017,Tier 2
Low Fat,FDH32,Fruits and Vegetables,2017,Tier 2
Low Fat,FDG57,Fruits and Vegetables,2017,Tier 2
Low Fat,FDZ20,Fruits and Vegetables,2017,Tier 2
Low Fat,FDB09,Fruits and Vegetables,2017,Tier 2
Low Fat,FDC45,Fruits and Vegetables,2017,Tier 2
Low Fat,FDB33,Fruits and Vegetables,2017,Tier 2
Low Fat,FDP07,Fruits and Vegetables,2017,Tier 2
Low Fat,FDR08,Fruits and Vegetables,2017,Tier 2
Low Fat,FDG32,Fruits and Vegetables,2017,Tier 2
Low Fat,FDQ44,Fruits and Vegetables,2017,Tier 2
Low Fat,DRF23,Hard Drinks,2017,Tier 2
Low Fat,DRM35,Hard Drinks,2017,Tier 2
Low Fat,DRO47,Hard Drinks,2017,Tier 2
Low Fat,DRL59,Hard Drinks,2017,Tier 2
Low Fat,DRI23,Hard Drinks,2017,Tier 2
Low Fat,NCK29,Health and Hygiene,2017,Tier 2
Low Fat,NCL17,Health and Hygiene,2017,Tier 2
Low Fat,NCL53,Health and Hygiene,2017,Tier 2
Low Fat,NCP29,Health and Hygiene,2017,Tier 2
Low Fat,NCJ29,Health and Hygiene,2017,Tier 2
Low Fat,NCM29,Health and Hygiene,2017,Tier 2
Low Fat,NCB42,Health and Hygiene,2017,Tier 2
Low Fat,NCY29,Health and Hygiene,2017,Tier 2
Low Fat,NCC54,Health and Hygiene,2017,Tier 2
Low Fat,NCJ05,Health and Hygiene,2017,Tier 2
Low Fat,NCA05,Health and Hygiene,2017,Tier 2
Low Fat,NCW30,Household,2017,Tier 2
Low Fat,NCB31,Household,2017,Tier 2
Low Fat,NCC19,Household,2017,Tier 2
Low Fat,NCZ30,Household,2017,Tier 2
Low Fat,NCH42,Household,2017,Tier 2
Low Fat,NCN06,Household,2017,Tier 2
Low Fat,NCY54,Household,2017,Tier 2
Low Fat,NCE19,Household,2017,Tier 2
Low Fat,NCX54,Household,2017,Tier 2
Low Fat,NCK18,Household,2017,Tier 2
Low Fat,NCV54,Household,2017,Tier 2
Low Fat,NCQ06,Household,2017,Tier 2
Low Fat,NCH07,Household,2017,Tier 2
Low Fat,NCS54,Household,2017,Tier 2
Low Fat,NCW18,Household,2017,Tier 2
Low Fat,NCD18,Household,2017,Tier 2
Low Fat,NCW06,Household,2017,Tier 2
Low Fat,NCT06,Household,2017,Tier 2
Low Fat,NCR38,Household,2017,Tier 2
Low Fat,NCI55,Household,2017,Tier 2
Low Fat,NCA30,Household,2017,Tier 2
Low Fat,NCG42,Household,2017,Tier 2
Low Fat,NCO30,Household,2017,Tier 2
Low Fat,NCB18,Household,2017,Tier 2
Low Fat,NCY30,Household,2017,Tier 2
Low Fat,NCE54,Household,2017,Tier 2
Low Fat,FDP27,Meat,2017,Tier 2
Low Fat,FDL43,Meat,2017,Tier 2
Low Fat,FDK15,Meat,2017,Tier 2
Low Fat,FDI19,Meat,2017,Tier 2
Low Fat,FDU39,Meat,2017,Tier 2
Low Fat,NCL31,Others,2017,Tier 2
Low Fat,NCK19,Others,2017,Tier 2
Low Fat,NCL55,Others,2017,Tier 2
Low Fat,NCP55,Others,2017,Tier 2
Low Fat,FDH21,Seafood,2017,Tier 2
Low Fat,FDI57,Seafood,2017,Tier 2
Low Fat,FDQ57,Snack Foods,2017,Tier 2
Low Fat,FDR33,Snack Foods,2017,Tier 2
Low Fat,FDQ58,Snack Foods,2017,Tier 2
Low Fat,FDM46,Snack Foods,2017,Tier 2
Low Fat,FDW33,Snack Foods,2017,Tier 2
Low Fat,FDV09,Snack Foods,2017,Tier 2
Low Fat,FDU22,Snack Foods,2017,Tier 2
Low Fat,FDP34,Snack Foods,2017,Tier 2
Low Fat,FDQ33,Snack Foods,2017,Tier 2
Low Fat,FDA46,Snack Foods,2017,Tier 2
Low Fat,FDN09,Snack Foods,2017,Tier 2
Low Fat,FDC47,Snack Foods,2017,Tier 2
Low Fat,FDK09,Snack Foods,2017,Tier 2
Low Fat,FDT57,Snack Foods,2017,Tier 2
Low Fat,FDT45,Snack Foods,2017,Tier 2
Low Fat,FDY45,Snack Foods,2017,Tier 2
Low Fat,FDZ09,Snack Foods,2017,Tier 2
Low Fat,FDO34,Snack Foods,2017,Tier 2
